top128
0	6475
0	6872
0	9098
0	8028
0	7627
0	8157
0	6348
0	7385
0	9910
0	9509
0	6114
0	9749
0	6123
0	8340
0	8842
0	9217
0	8273
0	6564
0	7721
0	11603
0	6551
0	7602
0	6082
0	8625
0	10400
0	6862
0	7466
0	6864
0	9706
0	6794
0	6194
0	6168
0	9444
0	8839
0	9439
0	5901
0	7590
0	7061
0	10234
0	10652
0	6711
0	7915
0	8670
0	9985
0	6528
0	6265
0	6026
0	8049
0	7263
0	7964
0	8049
0	9393
0	5925
0	7847
0	5974
0	10957
0	8621
0	7882
0	6145
0	8616
0	7230
0	8564
0	7615
0	6593
0	8829
0	7164
0	6785
0	8101
0	6570
0	6716
0	5981
0	9249
0	10307
0	7744
0	9498
0	10823
0	7722
0	8918
0	8455
0	6432
0	6705
0	7697
0	11439
0	6857
0	8103
0	8609
0	7011
0	8751
0	6218
0	6001
0	6915
0	6161
0	6911
0	9017
0	7022
0	10035
0	11015
0	10173
0	6806
0	8340
0	9249
0	10007
0	8636
0	7032
0	6351
0	6774
0	9225
0	8698
0	8144
0	10021
0	8685
0	6035
0	7068
0	6313
0	6575
0	7587
0	6066
0	6300
0	9927
0	11400
0	6670
0	6475
0	7587
0	8392
0	10573
0	7774
0	9167
0	8004
