top64
0	13997
0	12449
0	11989
0	13179
0	13560
0	11104
0	11547
0	14109
0	11128
0	16994
0	14509
0	17964
0	17042
0	12641
0	13533
0	20681
0	14175
0	13983
0	13971
0	16355
0	18246
0	15121
0	14970
0	17076
0	11782
0	16341
0	17584
0	11122
0	12906
0	14380
0	17221
0	22014
0	11300
0	12332
0	11660
0	17732
0	12416
0	14193
0	16106
0	14363
0	16066
0	11406
0	15740
0	12895
0	12350
0	16008
0	14837
0	13055
0	16782
0	16810
0	13856
0	16472
0	15771
0	11750
0	11387
0	11275
0	13736
0	12122
0	11955
0	11943
0	15953
0	14550
0	13729
0	16592
