top256
0	3823
0	5719
8019013	126827
0	3553
0	4281
0	3929
0	3734
0	3605
0	3608
0	3952
0	4521
0	3631
0	3391
0	4541
0	4201
0	3613
0	6441
0	5139
0	3421
0	5152
0	3645
0	3400
0	3634
0	3496
0	3368
0	3917
0	4939
0	3352
0	3378
0	4778
0	3625
0	6260
0	4594
0	5461
0	4130
0	4553
0	3965
0	5077
0	5065
0	4417
0	3653
0	3501
0	3777
0	5867
0	5969
0	4856
0	4604
0	3812
0	3575
0	3690
0	3892
0	4054
0	4091
0	5117
0	4642
0	3784
0	5161
0	4484
0	6461
0	4891
0	4845
0	4479
0	3332
0	4220
0	5212
0	3695
0	4162
0	4986
0	5218
0	3402
0	4157
0	3959
0	3408
0	4479
0	3713
0	5667
0	6042
0	4326
0	3950
0	3937
0	5310
0	5264
0	3556
0	6119
0	4013
0	3741
0	4189
0	4976
0	4937
8018798	11568
0	4422
0	4258
0	3849
0	4320
0	5039
0	4403
0	4978
0	4710
0	5915
0	3772
0	6453
0	6233
0	4825
0	4323
0	4071
0	4873
0	5034
0	5101
0	4164
0	3757
0	5013
0	6062
0	3980
0	3894
0	3587
0	3877
0	4639
0	4551
0	6206
0	5650
0	5044
0	4939
0	4310
0	3364
0	4259
0	4389
0	3849
0	5551
0	5222
0	5785
0	4735
0	5354
0	5254
0	4488
0	4261
8018021	9093
0	6230
0	4887
0	5601
0	4359
0	3598
0	4483
0	4826
0	5782
0	4104
0	3453
0	3890
0	5071
0	3667
0	4655
0	3632
0	5584
0	3676
0	4621
8018313	8129
0	6412
0	3344
0	5098
0	4399
0	3952
0	5312
0	3908
0	4187
0	4251
0	4653
0	4552
0	4575
0	4803
0	4979
0	6557
0	4711
0	4699
0	4005
0	4135
0	4155
0	3346
0	5108
0	3436
0	3463
0	5628
0	4991
0	3459
0	4375
0	3444
0	5487
0	4852
0	4265
0	5444
0	3649
0	3557
0	5206
0	3332
0	5801
0	3551
0	5120
0	6503
0	5852
0	4886
0	3857
0	3337
0	4078
0	6100
0	4119
0	4843
0	3470
0	4724
0	3358
0	4024
0	4074
0	3348
0	6335
0	3369
0	3983
0	3637
0	4813
0	5519
0	4596
0	4672
0	4264
0	5973
0	5684
0	6600
0	4606
0	4601
0	4258
0	3345
0	3877
0	3362
0	3491
0	4591
0	3418
0	5202
0	3531
0	3839
0	4409
0	3372
0	3947
0	5355
0	3514
0	4566
0	5748
0	5240
0	6221
0	3479
0	3721
0	4571
0	4910
0	5687
0	4384
0	3735
0	3373
0	4555
0	5429
0	5640
0	4783
0	5396
